txn_id,customer_id,date,amount,category,channel
T003480,C0051,2026-01-29,-23.53,subscription,direct_debit
T003665,C0053,2026-01-29,-14.13,transport,card
T003785,C0054,2026-01-29,-247.02,transfer_out,app_transfer
T003989,C0057,2026-01-29,-19.78,groceries,card
T003996,C0057,2026-01-29,-11.74,transport,card
T004016,C0058,2026-01-29,-79.31,retail,card
T004080,C0060,2026-01-29,-90.17,groceries,card
T004193,C0062,2026-01-29,-148.07,utilities,direct_debit
T004472,C0066,2026-01-29,-29.62,dining,card
T004555,C0067,2026-01-29,-30.63,dining,card
T004742,C0070,2026-01-29,-15.55,transport,card
T004747,C0070,2026-01-29,-126.06,retail,card
T004836,C0071,2026-01-29,-93.65,utilities,direct_debit
T004837,C0071,2026-01-29,-171.95,utilities,direct_debit
T005337,C0077,2026-01-29,-98.39,cash_withdrawal,atm
T005660,C0081,2026-01-29,-27.7,dining,card
T005975,C0086,2026-01-29,-58.87,dining,card
T006521,C0093,2026-01-29,-206.32,utilities,direct_debit
T006909,C0098,2026-01-29,-157.71,utilities,direct_debit
T007095,C0101,2026-01-29,-19.28,dining,card
T007101,C0101,2026-01-29,-26.87,groceries,card
T007453,C0109,2026-01-29,-11.98,dining,card
T007456,C0109,2026-01-29,-299.73,transfer_out,app_transfer
T008262,C0120,2026-01-29,-170.5,utilities,direct_debit
T009004,C0131,2026-01-29,1468.9,salary,inbound_transfer
T009277,C0134,2026-01-29,-40.11,dining,card
T009536,C0138,2026-01-29,-43.49,dining,card
T009627,C0140,2026-01-29,748.33,salary,inbound_transfer
T009630,C0140,2026-01-29,-29.69,retail,card
T009884,C0143,2026-01-29,-50.36,cash_withdrawal,atm
T009892,C0143,2026-01-29,-49.65,retail,card
T009930,C0144,2026-01-29,-66.75,groceries,card
T009931,C0144,2026-01-29,-392.09,transfer_out,app_transfer
T009958,C0145,2026-01-29,3374.67,salary,inbound_transfer
T010221,C0149,2026-01-29,1908.38,salary,inbound_transfer
T010224,C0149,2026-01-29,-5.39,subscription,direct_debit
T010227,C0149,2026-01-29,-116.86,transfer_out,app_transfer
T010292,C0150,2026-01-29,-6.67,transport,card
T010646,C0154,2026-01-29,1443.08,salary,inbound_transfer
T010648,C0154,2026-01-29,-88.56,cash_withdrawal,atm
T010721,C0155,2026-01-29,3240.0,salary,inbound_transfer
T011026,C0159,2026-01-29,-36.83,dining,card
T011070,C0160,2026-01-29,-139.14,utilities,direct_debit
T011370,C0164,2026-01-29,3862.72,salary,inbound_transfer
T011379,C0164,2026-01-29,-103.67,retail,card
T011436,C0165,2026-01-29,932.05,salary,inbound_transfer
T011583,C0167,2026-01-29,-93.96,retail,card
T011678,C0168,2026-01-29,-29.62,dining,card
T011861,C0170,2026-01-29,-14.57,dining,card
T011947,C0171,2026-01-29,-11.85,dining,card
T012048,C0173,2026-01-29,-68.87,cash_withdrawal,atm
T012094,C0174,2026-01-29,-30.73,transport,card
T012246,C0176,2026-01-29,-81.5,cash_withdrawal,atm
T012337,C0177,2026-01-29,-84.5,transfer_out,app_transfer
T012621,C0182,2026-01-29,-34.11,dining,card
T012979,C0187,2026-01-29,-30.39,dining,card
T013044,C0188,2026-01-29,-102.19,cash_withdrawal,atm
T013139,C0189,2026-01-29,-70.25,groceries,card
T013215,C0190,2026-01-29,-102.3,retail,card
T013216,C0190,2026-01-29,-98.04,cash_withdrawal,atm
T013526,C0195,2026-01-29,-19.34,dining,card
T013565,C0196,2026-01-29,-55.67,dining,card
T013838,C0199,2026-01-29,-83.59,groceries,card
T013878,C0200,2026-01-29,-46.1,groceries,card
T000131,C0003,2026-01-30,-49.67,groceries,card
T000192,C0004,2026-01-30,-89.69,retail,card
T000423,C0007,2026-01-30,-27.6,groceries,card
T000433,C0007,2026-01-30,-56.36,groceries,card
T000512,C0009,2026-01-30,-15.87,transport,card
T000791,C0013,2026-01-30,920.59,salary,inbound_transfer
T001128,C0018,2026-01-30,-31.57,cash_withdrawal,atm
T001198,C0019,2026-01-30,-86.78,transfer_out,app_transfer
T001686,C0025,2026-01-30,-71.15,groceries,card
T001732,C0026,2026-01-30,-15.54,transport,card
T001816,C0027,2026-01-30,-129.81,retail,card
T002053,C0030,2026-01-30,-20.63,transport,card
T002299,C0033,2026-01-30,831.56,salary,inbound_transfer
T002331,C0034,2026-01-30,-20.46,dining,card
T002857,C0042,2026-01-30,-317.43,transfer_out,app_transfer
T002939,C0043,2026-01-30,-41.92,groceries,card
T003014,C0044,2026-01-30,-11.62,transport,card
T003188,C0047,2026-01-30,-95.82,retail,card
T003193,C0047,2026-01-30,-162.64,utilities,direct_debit
T003268,C0048,2026-01-30,-102.99,retail,card
T003366,C0050,2026-01-30,-8.41,transport,card
T003675,C0053,2026-01-30,-192.95,transfer_out,app_transfer
T003781,C0054,2026-01-30,-150.09,utilities,direct_debit
T003833,C0055,2026-01-30,-104.38,retail,card
T004173,C0061,2026-01-30,-105.84,utilities,direct_debit
T004409,C0065,2026-01-30,-381.68,transfer_out,app_transfer
T004480,C0066,2026-01-30,-53.41,dining,card
T004745,C0070,2026-01-30,-25.41,dining,card
T004753,C0070,2026-01-30,-70.27,retail,card
T004835,C0071,2026-01-30,-16.79,subscription,direct_debit
T004984,C0073,2026-01-30,-123.75,retail,card
T004986,C0073,2026-01-30,-13.61,transport,card
T005068,C0074,2026-01-30,-53.62,dining,card
T005738,C0082,2026-01-30,-41.71,groceries,card
T005740,C0082,2026-01-30,-282.24,transfer_out,app_transfer
T005857,C0084,2026-01-30,-70.39,groceries,card
T006070,C0087,2026-01-30,-38.04,dining,card
T006210,C0089,2026-01-30,-19.51,groceries,card
T006600,C0094,2026-01-30,-24.55,transport,card
T007143,C0103,2026-01-30,-21.48,subscription,direct_debit
T007232,C0104,2026-01-30,-86.18,retail,card
T007289,C0105,2026-01-30,-64.79,groceries,card
T007328,C0106,2026-01-30,3482.67,salary,inbound_transfer
T007880,C0115,2026-01-30,813.27,salary,inbound_transfer
T008024,C0117,2026-01-30,-313.1,transfer_out,app_transfer
T008352,C0121,2026-01-30,-50.29,groceries,card
T008456,C0124,2026-01-30,-56.08,cash_withdrawal,atm
T008457,C0124,2026-01-30,-88.6,utilities,direct_debit
T009005,C0131,2026-01-30,-24.65,transport,card
T009175,C0133,2026-01-30,-29.82,transport,card
T009496,C0137,2026-01-30,-300.25,transfer_out,app_transfer
T009606,C0139,2026-01-30,4102.82,salary,inbound_transfer
T009704,C0141,2026-01-30,-104.75,utilities,direct_debit
T009784,C0142,2026-01-30,-256.93,transfer_out,app_transfer
T009960,C0145,2026-01-30,-89.76,groceries,card
T010220,C0149,2026-01-30,1921.88,salary,inbound_transfer
T010287,C0150,2026-01-30,-92.31,retail,card
T010389,C0151,2026-01-30,-66.72,retail,card
T011018,C0159,2026-01-30,-23.23,subscription,direct_debit
T011091,C0161,2026-01-30,3637.95,salary,inbound_transfer
T011289,C0163,2026-01-30,-16.88,groceries,card
T011666,C0168,2026-01-30,3305.85,salary,inbound_transfer
T011674,C0168,2026-01-30,-10.26,subscription,direct_debit
T011768,C0169,2026-01-30,1532.83,salary,inbound_transfer
T011863,C0170,2026-01-30,-179.88,utilities,direct_debit
T012003,C0172,2026-01-30,-33.16,dining,card
T012245,C0176,2026-01-30,4330.34,salary,inbound_transfer
T012340,C0177,2026-01-30,-43.57,groceries,card
T012703,C0183,2026-01-30,-109.15,retail,card
T012707,C0183,2026-01-30,-42.16,dining,card
T012791,C0184,2026-01-30,-45.04,retail,card
T012907,C0186,2026-01-30,-90.33,groceries,card
T012984,C0187,2026-01-30,-83.22,groceries,card
T013046,C0188,2026-01-30,-89.24,groceries,card
T013140,C0189,2026-01-30,-65.2,retail,card
T013302,C0191,2026-01-30,-137.35,transfer_out,app_transfer
T013422,C0193,2026-01-30,-271.88,transfer_out,app_transfer
T013494,C0194,2026-01-30,-18.68,transport,card
T013669,C0197,2026-01-30,-7.52,transport,card
T013874,C0200,2026-01-30,810.79,salary,inbound_transfer
T000432,C0007,2026-01-31,-20.88,dining,card
T000732,C0012,2026-01-31,-31.04,dining,card
T000734,C0012,2026-01-31,-105.92,retail,card
T001131,C0018,2026-01-31,-43.14,dining,card
T001133,C0018,2026-01-31,-74.0,groceries,card
T001967,C0029,2026-01-31,-18.61,transport,card
T002137,C0031,2026-01-31,-31.19,groceries,card
T002206,C0032,2026-01-31,-190.54,transfer_out,app_transfer
T002853,C0042,2026-01-31,-32.21,dining,card
T003013,C0044,2026-01-31,-30.42,retail,card
T003112,C0046,2026-01-31,-8.71,transport,card
T003295,C0049,2026-01-31,3481.82,salary,inbound_transfer
T003373,C0050,2026-01-31,-23.45,groceries,card
T003664,C0053,2026-01-31,3589.22,salary,inbound_transfer
T003840,C0055,2026-01-31,-91.46,cash_withdrawal,atm
T003915,C0056,2026-01-31,-41.81,groceries,card
T003924,C0056,2026-01-31,-29.13,transport,card
T003927,C0056,2026-01-31,-44.1,dining,card
T003993,C0057,2026-01-31,-36.4,dining,card
T004286,C0063,2026-01-31,-74.53,cash_withdrawal,atm
T004291,C0063,2026-01-31,-29.87,groceries,card
T004477,C0066,2026-01-31,-34.77,dining,card
T004919,C0072,2026-01-31,-8.33,transport,card
T005067,C0074,2026-01-31,-381.72,transfer_out,app_transfer
T005348,C0077,2026-01-31,-20.01,groceries,card
T005488,C0079,2026-01-31,3698.92,salary,inbound_transfer
T005498,C0079,2026-01-31,-243.44,transfer_out,app_transfer
T005582,C0080,2026-01-31,-41.72,dining,card
T005585,C0080,2026-01-31,-98.68,retail,card
T005664,C0081,2026-01-31,-11.66,transport,card
T005979,C0086,2026-01-31,-189.23,utilities,direct_debit
T006066,C0087,2026-01-31,3295.83,salary,inbound_transfer
T006102,C0088,2026-01-31,-20.24,groceries,card
T006107,C0088,2026-01-31,-82.94,cash_withdrawal,atm
T006300,C0090,2026-01-31,-49.15,groceries,card
T006432,C0092,2026-01-31,-38.56,retail,card
T006751,C0096,2026-01-31,3752.35,salary,inbound_transfer
T006754,C0096,2026-01-31,-92.1,groceries,card
T006850,C0097,2026-01-31,914.68,salary,inbound_transfer
T007058,C0100,2026-01-31,-78.74,utilities,direct_debit
T007620,C0111,2026-01-31,-62.89,retail,card
T007715,C0112,2026-01-31,-105.87,transfer_out,app_transfer
T008392,C0122,2026-01-31,-59.27,groceries,card
T008535,C0125,2026-01-31,-17.19,groceries,card
T009081,C0132,2026-01-31,-25.38,dining,card
T009174,C0133,2026-01-31,-54.0,utilities,direct_debit
T009376,C0135,2026-01-31,-26.7,retail,card
T009611,C0139,2026-01-31,-17.71,subscription,direct_debit
T009894,C0143,2026-01-31,-190.75,utilities,direct_debit
T009965,C0145,2026-01-31,-19.53,transport,card
T009968,C0145,2026-01-31,-25.15,cash_withdrawal,atm
T010225,C0149,2026-01-31,-54.3,retail,card
T010379,C0151,2026-01-31,2784.8,salary,inbound_transfer
T010488,C0152,2026-01-31,784.16,salary,inbound_transfer
T010491,C0152,2026-01-31,-29.39,groceries,card
T010576,C0153,2026-01-31,-107.8,retail,card
T010889,C0157,2026-01-31,4209.94,salary,inbound_transfer
T011096,C0161,2026-01-31,-57.53,groceries,card
T011288,C0163,2026-01-31,-266.92,transfer_out,app_transfer
T011296,C0163,2026-01-31,-6.91,subscription,direct_debit
T011575,C0167,2026-01-31,-25.86,transport,card
T011676,C0168,2026-01-31,-24.85,dining,card
T011778,C0169,2026-01-31,-24.05,subscription,direct_debit
T011862,C0170,2026-01-31,-113.77,retail,card
T012247,C0176,2026-01-31,-83.37,retail,card
T012387,C0178,2026-01-31,-30.78,transport,card
T012559,C0181,2026-01-31,-7.59,subscription,direct_debit
T012796,C0184,2026-01-31,-78.34,groceries,card
T012904,C0186,2026-01-31,-194.2,utilities,direct_debit
T013501,C0194,2026-01-31,-92.71,retail,card
T000095,C0002,2026-02-01,-349.76,transfer_out,app_transfer
T000457,C0008,2026-02-01,-13.06,dining,card
T000462,C0008,2026-02-01,-88.35,retail,card
T000592,C0010,2026-02-01,-58.83,retail,card
T000650,C0011,2026-02-01,-15.21,dining,card
T000654,C0011,2026-02-01,-22.06,subscription,direct_debit
T000806,C0013,2026-02-01,-88.16,utilities,direct_debit
T000976,C0016,2026-02-01,-329.96,transfer_out,app_transfer
T001356,C0021,2026-02-01,3752.16,salary,inbound_transfer
T001599,C0024,2026-02-01,-53.47,groceries,card
T001884,C0028,2026-02-01,-46.09,cash_withdrawal,atm
T001885,C0028,2026-02-01,-13.04,subscription,direct_debit
T001891,C0028,2026-02-01,-35.21,groceries,card
T001976,C0029,2026-02-01,-19.18,transport,card
T002065,C0030,2026-02-01,-66.96,retail,card
T002347,C0034,2026-02-01,4210.49,salary,inbound_transfer
T002501,C0037,2026-02-01,-65.16,retail,card
T002502,C0037,2026-02-01,-205.53,transfer_out,app_transfer
T002606,C0038,2026-02-01,-43.86,groceries,card
T002755,C0040,2026-02-01,-18.33,transport,card
T002759,C0040,2026-02-01,-152.37,transfer_out,app_transfer
T003198,C0047,2026-02-01,-206.74,transfer_out,app_transfer
T003306,C0049,2026-02-01,-77.26,groceries,card
T003853,C0055,2026-02-01,-118.87,utilities,direct_debit
T003931,C0056,2026-02-01,-73.69,groceries,card
T003938,C0056,2026-02-01,-27.2,groceries,card
T004178,C0061,2026-02-01,-15.48,subscription,direct_debit
T004350,C0064,2026-02-01,-26.2,cash_withdrawal,atm
T004419,C0065,2026-02-01,-188.05,transfer_out,app_transfer
T004704,C0069,2026-02-01,-72.18,groceries,card
T005083,C0074,2026-02-01,-52.08,dining,card
T005596,C0080,2026-02-01,-89.91,retail,card
T005799,C0083,2026-02-01,-30.17,groceries,card
T005808,C0083,2026-02-01,-36.08,groceries,card
T006115,C0088,2026-02-01,-22.51,subscription,direct_debit
T006609,C0094,2026-02-01,-28.59,transport,card
T006870,C0097,2026-02-01,-39.99,dining,card
T006915,C0098,2026-02-01,978.11,salary,inbound_transfer
T006921,C0098,2026-02-01,-38.2,groceries,card
T007019,C0099,2026-02-01,-17.86,transport,card
T007138,C0102,2026-02-01,-312.83,transfer_out,app_transfer
T007140,C0102,2026-02-01,-20.01,dining,card
T007157,C0103,2026-02-01,-93.46,cash_withdrawal,atm
T007237,C0104,2026-02-01,-125.07,utilities,direct_debit
T007338,C0106,2026-02-01,3787.81,salary,inbound_transfer
T007340,C0106,2026-02-01,-29.06,transport,card
T007383,C0107,2026-02-01,-205.65,utilities,direct_debit
T007384,C0107,2026-02-01,-35.14,dining,card
T007472,C0109,2026-02-01,-21.74,transport,card
T007473,C0109,2026-02-01,-57.44,retail,card
T007475,C0109,2026-02-01,-56.73,dining,card
T007476,C0109,2026-02-01,-32.79,groceries,card
T007590,C0110,2026-02-01,-68.12,groceries,card
T007988,C0116,2026-02-01,-51.56,groceries,card
T008357,C0121,2026-02-01,-182.16,utilities,direct_debit
T008550,C0125,2026-02-01,-17.33,dining,card
T008634,C0126,2026-02-01,-161.65,transfer_out,app_transfer
T008944,C0130,2026-02-01,-30.16,transport,card
T009388,C0135,2026-02-01,-85.91,retail,card
T009621,C0139,2026-02-01,-6.41,transport,card
T009645,C0140,2026-02-01,-69.31,groceries,card
T009900,C0143,2026-02-01,-18.62,subscription,direct_debit
T010159,C0148,2026-02-01,-24.73,transport,card
T010660,C0154,2026-02-01,-195.34,utilities,direct_debit
T010741,C0155,2026-02-01,-38.81,dining,card
T011077,C0160,2026-02-01,2779.39,salary,inbound_transfer
T011692,C0168,2026-02-01,-20.13,transport,card
T011784,C0169,2026-02-01,1399.06,salary,inbound_transfer
T011874,C0170,2026-02-01,-6.81,subscription,direct_debit
T012199,C0175,2026-02-01,-40.76,dining,card
T012401,C0178,2026-02-01,-29.49,dining,card
T012462,C0179,2026-02-01,-70.02,cash_withdrawal,atm
T012567,C0181,2026-02-01,-310.15,transfer_out,app_transfer
T012633,C0182,2026-02-01,-112.65,utilities,direct_debit
T013070,C0188,2026-02-01,-205.22,utilities,direct_debit
T013540,C0195,2026-02-01,-43.76,groceries,card
T013581,C0196,2026-02-01,-137.05,transfer_out,app_transfer
T013782,C0198,2026-02-01,-179.76,transfer_out,app_transfer
T000093,C0002,2026-02-02,-82.83,groceries,card
T000096,C0002,2026-02-02,-58.84,groceries,card
T000741,C0012,2026-02-02,-25.6,dining,card
T000980,C0016,2026-02-02,-51.62,dining,card
T001221,C0019,2026-02-02,-91.79,groceries,card
T001436,C0022,2026-02-02,-16.72,dining,card
T001746,C0026,2026-02-02,-56.68,utilities,direct_debit
T001893,C0028,2026-02-02,-23.79,dining,card
T002418,C0035,2026-02-02,-148.53,transfer_out,app_transfer
T002419,C0035,2026-02-02,-12.66,transport,card
T002503,C0037,2026-02-02,-103.85,retail,card
T002508,C0037,2026-02-02,-206.72,utilities,direct_debit
T002609,C0038,2026-02-02,-74.22,groceries,card
T002612,C0038,2026-02-02,-386.74,transfer_out,app_transfer
T002790,C0041,2026-02-02,-96.12,retail,card
T003377,C0050,2026-02-02,-126.29,retail,card
T003382,C0050,2026-02-02,-163.23,utilities,direct_debit
T003678,C0053,2026-02-02,1364.24,salary,inbound_transfer
T003681,C0053,2026-02-02,-50.46,groceries,card
T003792,C0054,2026-02-02,-67.7,retail,card
T003930,C0056,2026-02-02,2086.85,salary,inbound_transfer
T004006,C0057,2026-02-02,-268.92,transfer_out,app_transfer
T004201,C0062,2026-02-02,-36.21,dining,card
T004212,C0062,2026-02-02,-159.34,utilities,direct_debit
T004349,C0064,2026-02-02,-45.23,groceries,card
T004564,C0067,2026-02-02,-96.03,retail,card
T004699,C0069,2026-02-02,-88.33,groceries,card
T004841,C0071,2026-02-02,-130.45,retail,card
T005269,C0076,2026-02-02,2201.93,salary,inbound_transfer
T005364,C0077,2026-02-02,-39.97,retail,card
T005365,C0077,2026-02-02,-32.69,dining,card
T005368,C0077,2026-02-02,-60.88,groceries,card
T005451,C0078,2026-02-02,-19.41,dining,card
T006224,C0089,2026-02-02,-90.98,groceries,card
T006310,C0090,2026-02-02,-39.64,dining,card
T006384,C0091,2026-02-02,-17.64,subscription,direct_debit
T006539,C0093,2026-02-02,-41.14,groceries,card
T006607,C0094,2026-02-02,-31.01,cash_withdrawal,atm
T006608,C0094,2026-02-02,-50.88,dining,card
T007016,C0099,2026-02-02,-77.86,groceries,card
T007159,C0103,2026-02-02,-112.42,retail,card
T007167,C0103,2026-02-02,-59.73,groceries,card
T007378,C0107,2026-02-02,2975.33,salary,inbound_transfer
T007482,C0109,2026-02-02,-42.57,groceries,card
T007588,C0110,2026-02-02,-27.86,groceries,card
T007589,C0110,2026-02-02,-50.7,retail,card
T007637,C0111,2026-02-02,-54.84,utilities,direct_debit
T007734,C0112,2026-02-02,-71.6,groceries,card
T007815,C0113,2026-02-02,-16.27,transport,card
T007981,C0116,2026-02-02,-305.7,transfer_out,app_transfer
T008035,C0117,2026-02-02,-31.87,cash_withdrawal,atm
T008360,C0121,2026-02-02,-73.44,groceries,card
T008365,C0121,2026-02-02,-77.79,cash_withdrawal,atm
T008408,C0122,2026-02-02,-28.81,transport,card
T008460,C0124,2026-02-02,3049.26,salary,inbound_transfer
T008461,C0124,2026-02-02,-10.61,subscription,direct_debit
T008471,C0124,2026-02-02,-115.47,retail,card
T008636,C0126,2026-02-02,-92.11,groceries,card
T008782,C0128,2026-02-02,757.68,salary,inbound_transfer
T009285,C0134,2026-02-02,4021.58,salary,inbound_transfer
T009504,C0137,2026-02-02,-186.95,utilities,direct_debit
T010063,C0146,2026-02-02,-67.13,retail,card
T010150,C0148,2026-02-02,1165.02,salary,inbound_transfer
T010241,C0149,2026-02-02,-43.07,utilities,direct_debit
T010306,C0150,2026-02-02,-18.94,transport,card
T010661,C0154,2026-02-02,-60.01,groceries,card
T010663,C0154,2026-02-02,-59.19,retail,card
T010734,C0155,2026-02-02,-107.33,retail,card
T010820,C0156,2026-02-02,-28.7,groceries,card
T010826,C0156,2026-02-02,-276.52,transfer_out,app_transfer
T011083,C0160,2026-02-02,-30.1,groceries,card
T011085,C0160,2026-02-02,-17.71,groceries,card
T011121,C0161,2026-02-02,-36.46,dining,card
T011231,C0162,2026-02-02,-288.48,transfer_out,app_transfer
T011454,C0165,2026-02-02,-68.3,groceries,card
T012018,C0172,2026-02-02,-71.49,utilities,direct_debit
T012020,C0172,2026-02-02,-103.39,retail,card
T012204,C0175,2026-02-02,-27.74,transport,card
T012532,C0180,2026-02-02,-18.85,transport,card
T012715,C0183,2026-02-02,-71.9,groceries,card
T012919,C0186,2026-02-02,-88.77,groceries,card
T013308,C0191,2026-02-02,3832.62,salary,inbound_transfer
T013316,C0191,2026-02-02,-71.39,retail,card
T013539,C0195,2026-02-02,-23.02,transport,card
T013683,C0197,2026-02-02,-82.86,groceries,card
T013778,C0198,2026-02-02,-68.07,groceries,card
T000098,C0002,2026-02-03,-17.9,transport,card
T000207,C0004,2026-02-03,-34.43,dining,card
T000209,C0004,2026-02-03,-50.11,cash_withdrawal,atm
T000284,C0005,2026-02-03,-32.38,dining,card
T000460,C0008,2026-02-03,-78.09,retail,card
T000531,C0009,2026-02-03,-23.74,dining,card
T000645,C0011,2026-02-03,-22.21,dining,card
T001063,C0017,2026-02-03,-48.6,utilities,direct_debit
T001146,C0018,2026-02-03,-351.4,transfer_out,app_transfer
T001441,C0022,2026-02-03,-80.11,groceries,card
T001593,C0024,2026-02-03,3414.52,salary,inbound_transfer
T001970,C0029,2026-02-03,-110.52,retail,card
T002152,C0031,2026-02-03,2614.96,salary,inbound_transfer
T002213,C0032,2026-02-03,-22.79,transport,card
T002215,C0032,2026-02-03,-21.79,dining,card
T002500,C0037,2026-02-03,1397.55,salary,inbound_transfer
T002514,C0037,2026-02-03,-18.92,transport,card
T002610,C0038,2026-02-03,-198.29,utilities,direct_debit
T002665,C0039,2026-02-03,-27.43,transport,card
T002866,C0042,2026-02-03,-74.27,groceries,card
T002946,C0043,2026-02-03,-23.49,transport,card
T003309,C0049,2026-02-03,-69.15,utilities,direct_debit
T003690,C0053,2026-02-03,-77.81,retail,card
T004001,C0057,2026-02-03,-90.7,groceries,card
T004007,C0057,2026-02-03,-98.65,retail,card
T004090,C0060,2026-02-03,-76.23,cash_withdrawal,atm
T004570,C0067,2026-02-03,-102.34,retail,card
T004617,C0068,2026-02-03,-115.41,utilities,direct_debit
T004689,C0069,2026-02-03,-16.26,transport,card
T004765,C0070,2026-02-03,-32.08,dining,card
T004838,C0071,2026-02-03,874.97,salary,inbound_transfer
T004845,C0071,2026-02-03,-29.37,groceries,card
T005458,C0078,2026-02-03,-81.75,retail,card
T005508,C0079,2026-02-03,-22.8,transport,card
T005511,C0079,2026-02-03,-9.73,transport,card
T005668,C0081,2026-02-03,942.01,salary,inbound_transfer
T005672,C0081,2026-02-03,-129.57,transfer_out,app_transfer
T005987,C0086,2026-02-03,1032.27,salary,inbound_transfer
T006082,C0087,2026-02-03,-72.35,cash_withdrawal,atm
T006223,C0089,2026-02-03,-18.8,dining,card
T006315,C0090,2026-02-03,-21.02,transport,card
T006316,C0090,2026-02-03,-53.66,groceries,card
T006318,C0090,2026-02-03,-24.58,subscription,direct_debit
T006385,C0091,2026-02-03,-76.47,groceries,card
T006710,C0095,2026-02-03,-90.26,transfer_out,app_transfer
T007068,C0100,2026-02-03,-18.25,dining,card
T007162,C0103,2026-02-03,-18.03,dining,card
T007470,C0109,2026-02-03,-9.38,subscription,direct_debit
T008034,C0117,2026-02-03,-91.28,retail,card
T008036,C0117,2026-02-03,-288.67,transfer_out,app_transfer
T008119,C0118,2026-02-03,-59.74,groceries,card
T008552,C0125,2026-02-03,-77.01,retail,card
T008885,C0129,2026-02-03,-57.53,dining,card
T008886,C0129,2026-02-03,-25.45,groceries,card
T008890,C0129,2026-02-03,-29.21,dining,card
T009555,C0138,2026-02-03,-6.78,transport,card
T009642,C0140,2026-02-03,-25.18,transport,card
T009796,C0142,2026-02-03,-23.78,groceries,card
T009905,C0143,2026-02-03,-97.89,retail,card
T010308,C0150,2026-02-03,-27.24,transport,card
T010821,C0156,2026-02-03,-40.29,dining,card
T010907,C0157,2026-02-03,-103.93,cash_withdrawal,atm
T010982,C0158,2026-02-03,-395.08,transfer_out,app_transfer
T011086,C0160,2026-02-03,-66.55,groceries,card
T011234,C0162,2026-02-03,-44.94,dining,card
T011236,C0162,2026-02-03,-58.73,groceries,card
T011297,C0163,2026-02-03,3140.74,salary,inbound_transfer
T011455,C0165,2026-02-03,-76.22,groceries,card
T011684,C0168,2026-02-03,-44.38,groceries,card
T011696,C0168,2026-02-03,-43.74,groceries,card
T011876,C0170,2026-02-03,-87.44,groceries,card
T012099,C0174,2026-02-03,3996.77,salary,inbound_transfer
T012113,C0174,2026-02-03,-76.89,cash_withdrawal,atm
T012200,C0175,2026-02-03,-35.39,dining,card
T012260,C0176,2026-02-03,-85.82,retail,card
T012458,C0179,2026-02-03,-212.12,transfer_out,app_transfer
T012530,C0180,2026-02-03,-13.66,transport,card
T012566,C0181,2026-02-03,-45.88,groceries,card
T012571,C0181,2026-02-03,-51.39,dining,card
T012710,C0183,2026-02-03,-40.79,groceries,card
T012801,C0184,2026-02-03,-115.66,utilities,direct_debit
T012831,C0185,2026-02-03,-13.84,transport,card
T013155,C0189,2026-02-03,-33.7,retail,card
T013508,C0194,2026-02-03,-28.5,transport,card
T013583,C0196,2026-02-03,-139.71,utilities,direct_debit
T013590,C0196,2026-02-03,-39.82,utilities,direct_debit
T013844,C0199,2026-02-03,-59.99,retail,card
T000145,C0003,2026-02-04,-128.01,retail,card
T000282,C0005,2026-02-04,4315.64,salary,inbound_transfer
T000344,C0006,2026-02-04,-352.72,transfer_out,app_transfer
T000529,C0009,2026-02-04,-119.8,retail,card
T000921,C0015,2026-02-04,-103.35,retail,card
T000984,C0016,2026-02-04,-193.53,utilities,direct_debit
T001056,C0017,2026-02-04,-125.92,retail,card
T001357,C0021,2026-02-04,-75.96,retail,card
T001823,C0027,2026-02-04,-28.88,dining,card
T001824,C0027,2026-02-04,-53.4,dining,card
T001972,C0029,2026-02-04,-21.23,subscription,direct_debit
T002161,C0031,2026-02-04,-12.54,dining,card
T002164,C0031,2026-02-04,-89.93,groceries,card
T002167,C0031,2026-02-04,-41.76,dining,card
T002306,C0033,2026-02-04,-196.93,utilities,direct_debit
T002310,C0033,2026-02-04,-45.8,retail,card
T002659,C0039,2026-02-04,-18.48,transport,card
T002864,C0042,2026-02-04,-105.45,transfer_out,app_transfer
T002942,C0043,2026-02-04,4228.89,salary,inbound_transfer
T003028,C0044,2026-02-04,-124.83,retail,card
T003274,C0048,2026-02-04,-24.11,groceries,card
T003275,C0048,2026-02-04,-22.31,dining,card
T003384,C0050,2026-02-04,-59.82,groceries,card
T003604,C0052,2026-02-04,-35.23,dining,card
T003676,C0053,2026-02-04,1348.36,salary,inbound_transfer
T003677,C0053,2026-02-04,1465.95,salary,inbound_transfer
T003692,C0053,2026-02-04,-17.17,transport,card
T003848,C0055,2026-02-04,-86.11,groceries,card
T003850,C0055,2026-02-04,-29.68,groceries,card
T004030,C0058,2026-02-04,-88.52,groceries,card
T004043,C0059,2026-02-04,1445.59,salary,inbound_transfer
T004205,C0062,2026-02-04,-17.8,transport,card
T004356,C0064,2026-02-04,-104.71,utilities,direct_debit
T004561,C0067,2026-02-04,-71.1,groceries,card
T004928,C0072,2026-02-04,-29.52,groceries,card
T005355,C0077,2026-02-04,-46.34,groceries,card
T005452,C0078,2026-02-04,-38.05,groceries,card
T005513,C0079,2026-02-04,-69.84,groceries,card
T005676,C0081,2026-02-04,-257.5,transfer_out,app_transfer
T005750,C0082,2026-02-04,-37.71,dining,card
T005990,C0086,2026-02-04,-52.93,dining,card
T006080,C0087,2026-02-04,-32.6,retail,card
T006119,C0088,2026-02-04,-16.07,transport,card
T006217,C0089,2026-02-04,-19.43,transport,card
